공고번호,010_001,010_002,010_003,010_004,010_005,010_006,010_007,010_008,010_009,010_010,020_001,020_002,020_003,020_004,020_005,020_006,020_007,020_008,020_009,020_010,020_011,020_012,020_013,020_014,020_015,020_016,020_017,020_018,020_019,020_020,050_001,050_002,050_003,050_004,050_005,050_006,050_007,050_008,050_009,050_010,050_011,050_012,050_013,050_014,050_015,050_016,050_017,050_018,050_019,050_020,050_021,050_022,050_023,050_024,050_025,050_026,050_027,050_028,050_029,050_030,050_031,050_032,050_033,050_034,050_035,050_036,050_037,050_038,050_039,050_040,050_041,050_042,050_043,050_044,050_045,050_046,050_047,050_048,050_049,050_050,100_001,100_002,100_003,100_004,100_005,100_006,100_007,100_008,100_009,100_010,100_011,100_012,100_013,100_014,100_015,100_016,100_017,100_018,100_019,100_020,100_021,100_022,100_023,100_024,100_025,100_026,100_027,100_028,100_029,100_030,100_031,100_032,100_033,100_034,100_035,100_036,100_037,100_038,100_039,100_040,100_041,100_042,100_043,100_044,100_045,100_046,100_047,100_048,100_049,100_050,100_051,100_052,100_053,100_054,100_055,100_056,100_057,100_058,100_059,100_060,100_061,100_062,100_063,100_064,100_065,100_066,100_067,100_068,100_069,100_070,100_071,100_072,100_073,100_074,100_075,100_076,100_077,100_078,100_079,100_080,100_081,100_082,100_083,100_084,100_085,100_086,100_087,100_088,100_089,100_090,100_091,100_092,100_093,100_094,100_095,100_096,100_097,100_098,100_099,100_100
20240616697-00,1,7,77,215,388,279,125,33,9,1,0,1,1,6,23,54,67,148,176,212,153,126,71,54,25,8,7,2,1,0,0,0,0,0,1,0,0,1,2,4,8,8,15,26,20,29,28,30,58,70,63,74,97,80,74,56,54,74,52,43,36,25,21,24,19,15,6,7,2,3,4,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,2,2,3,5,3,5,7,8,13,13,9,11,14,15,9,19,10,20,25,33,42,28,35,28,38,36,39,58,46,34,34,40,30,26,26,28,43,31,25,27,13,30,20,16,12,13,10,11,13,11,10,9,8,7,3,3,4,3,1,1,3,0,2,2,2,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
20240609578-00,0,6,51,178,335,366,135,32,4,0,0,0,0,6,12,39,70,108,160,175,179,187,84,51,26,6,4,0,0,0,0,0,0,0,0,0,0,0,3,3,4,5,10,9,23,19,34,36,39,50,63,55,75,81,61,60,84,84,84,54,39,28,29,25,14,17,3,7,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,1,3,1,4,3,7,5,4,8,15,12,7,18,16,17,19,17,22,24,26,37,26,32,23,42,33,38,43,34,27,20,40,42,42,35,49,48,36,28,26,19,20,12,16,17,12,12,13,7,7,10,7,1,2,6,1,2,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240602899-00,0,6,70,205,306,250,99,26,7,0,0,0,1,5,27,43,67,138,124,182,147,103,60,39,20,6,5,2,0,0,0,0,0,0,0,0,1,1,3,1,6,14,13,20,17,23,26,43,47,66,45,52,80,70,59,55,51,72,40,32,31,24,14,15,15,10,9,3,1,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,0,3,3,7,7,7,6,7,13,4,13,11,12,14,12,18,25,21,26,31,35,18,27,24,28,27,53,35,35,32,27,28,27,25,26,41,31,25,15,15,17,17,14,15,9,5,9,11,4,10,5,2,8,4,5,1,2,1,0,1,2,0,2,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
20240602828-01,3,23,96,166,333,248,97,32,7,1,1,2,10,13,37,59,70,96,142,191,139,109,61,36,26,6,6,1,0,1,0,0,1,2,0,4,3,5,6,5,11,14,22,24,25,25,26,34,30,51,52,61,77,74,69,46,55,67,45,35,31,24,14,16,12,11,13,4,1,3,2,0,5,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,1,3,1,2,3,2,3,3,4,1,4,7,3,11,12,10,11,13,14,11,15,10,15,11,19,15,19,11,21,30,18,34,28,33,29,48,33,41,35,34,20,26,31,24,38,29,30,15,22,13,14,17,15,9,6,8,10,6,9,3,3,8,6,7,2,2,1,0,0,3,0,2,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240605159-00,0,2,37,109,290,271,113,26,4,0,0,0,0,2,8,29,38,71,129,161,148,123,75,38,17,9,3,1,0,0,0,0,0,0,0,0,0,0,1,1,3,3,5,13,13,19,15,17,27,31,41,63,53,69,64,52,67,59,55,38,39,27,16,16,15,11,3,6,3,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,2,2,3,6,7,9,4,8,11,7,8,4,13,11,16,16,15,23,18,34,29,25,28,33,36,35,29,25,27,30,37,29,30,38,17,19,19,20,19,13,14,9,7,6,10,8,7,9,2,2,1,3,3,2,1,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20240601893-00,0,4,54,178,384,250,149,34,7,2,0,0,0,4,16,38,62,116,176,208,135,115,104,45,27,7,7,0,1,1,0,0,0,0,0,0,0,0,2,2,3,9,8,12,22,21,31,21,53,52,57,66,102,86,73,41,62,57,41,49,60,34,20,16,19,20,5,5,4,0,3,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,2,7,4,4,4,8,12,10,14,7,15,16,10,11,17,36,27,25,26,31,36,30,53,49,50,36,36,37,23,18,27,35,32,25,24,17,30,19,30,30,13,21,10,10,8,8,11,8,13,7,2,3,2,3,3,1,0,0,1,2,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20240542402-00,0,6,49,170,343,304,125,23,6,0,0,0,0,6,12,37,73,97,163,180,169,135,82,43,18,5,5,1,0,0,0,0,0,0,0,0,0,0,1,5,3,4,9,13,20,31,24,35,43,37,57,65,76,74,71,56,74,83,52,39,39,34,15,20,17,10,5,6,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,2,1,1,3,5,4,4,9,13,7,11,20,13,11,18,17,19,24,17,20,23,34,33,32,41,35,33,41,44,27,29,27,33,41,39,44,30,22,20,19,21,18,20,14,9,6,5,15,12,5,4,6,3,2,3,3,1,0,1,0,0,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240603554-00,0,3,46,177,373,282,131,24,5,1,0,0,0,3,9,37,70,107,169,204,167,115,79,52,18,6,4,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,5,14,19,27,33,22,45,50,51,84,87,88,63,59,68,64,54,37,39,26,25,26,15,12,3,4,2,3,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,2,1,3,1,4,8,6,10,9,16,11,16,17,10,12,22,23,22,28,21,30,40,44,34,53,55,33,35,28,31,28,30,38,40,24,33,21,16,21,15,24,16,10,14,11,11,15,10,5,10,2,1,2,3,1,1,1,1,2,0,0,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
20240538362-00,0,5,54,145,243,263,136,29,8,1,0,0,2,3,13,41,61,84,119,124,126,137,94,42,24,5,6,2,0,1,0,0,0,0,0,0,2,0,2,1,6,5,8,17,18,23,32,15,39,36,39,38,71,56,39,53,46,66,57,41,37,48,17,21,13,12,8,5,2,2,1,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,3,3,2,3,2,6,7,10,7,11,10,13,14,18,6,9,17,22,14,22,15,24,17,21,42,29,30,26,21,18,31,22,28,18,27,39,32,25,18,23,16,21,37,11,9,8,7,14,8,5,8,4,4,4,4,1,1,1,1,1,0,1,0,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
20240538176-00,18,58,98,160,276,306,106,30,4,2,5,13,21,37,52,46,66,94,125,151,145,161,71,35,23,7,4,0,2,0,3,0,5,4,6,5,13,11,16,13,23,18,16,19,22,30,29,17,39,45,43,48,57,63,65,57,61,59,71,58,33,26,16,15,16,17,3,5,1,4,2,1,1,0,0,1,1,0,0,0,2,1,0,0,2,3,3,1,3,3,1,4,7,6,3,8,8,8,7,6,9,14,6,12,11,5,11,8,10,12,13,17,14,15,7,10,23,16,20,25,23,20,27,21,34,23,25,38,30,35,32,25,32,29,27,32,34,37,32,26,17,16,14,12,12,4,7,8,8,8,10,7,1,2,3,2,1,0,2,2,0,2,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
20240535398-00,0,5,54,171,359,285,115,21,5,1,0,0,0,5,12,42,76,95,171,188,146,139,70,45,17,4,3,2,0,1,0,0,0,0,0,0,0,1,2,2,3,6,8,11,26,26,34,30,33,48,60,68,80,83,68,46,64,76,61,38,35,20,26,25,9,8,6,4,1,2,0,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,2,1,1,5,3,5,8,3,14,12,11,15,17,17,16,14,17,16,24,24,30,30,34,34,43,37,43,40,41,27,21,25,32,32,36,40,43,18,19,19,22,13,8,12,15,11,11,14,3,6,4,4,6,0,3,1,1,0,1,1,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
20240538804-00,0,4,41,181,416,335,122,19,4,2,0,0,0,4,9,32,68,113,165,251,189,146,64,58,12,7,3,1,1,1,0,0,0,0,0,0,0,1,0,3,2,4,6,10,19,20,34,37,38,52,56,69,94,94,103,80,73,85,65,32,31,23,26,27,15,9,1,6,0,3,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,2,2,2,3,3,4,6,11,8,8,12,17,17,14,23,20,18,26,26,21,35,33,36,40,54,46,48,47,56,43,37,47,26,36,49,44,21,15,17,20,11,13,10,10,16,7,20,9,6,4,5,0,1,2,4,0,0,1,2,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
20240526992-00,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240523669-00,0,4,57,157,437,274,115,24,2,0,0,0,1,3,14,43,57,100,227,210,124,150,64,51,18,6,1,1,0,0,0,0,0,0,0,0,1,0,1,2,7,6,7,16,21,19,25,26,40,47,84,92,86,98,77,52,44,60,55,63,33,22,25,18,17,12,5,2,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,5,1,5,1,6,5,11,12,9,11,8,12,13,13,13,18,22,23,24,46,38,53,39,51,35,48,50,45,32,26,26,19,25,28,32,25,30,36,27,18,15,13,9,9,16,10,8,7,10,4,8,2,3,1,1,3,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20240515683-02,0,0,1,15,27,39,24,7,1,0,0,0,0,0,0,1,11,4,14,13,22,17,19,5,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,3,0,3,4,4,8,7,4,12,8,8,8,3,6,8,8,1,1,3,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,5,2,1,0,0,2,1,3,1,2,2,6,2,1,6,3,1,5,7,6,2,2,6,6,2,1,2,3,3,3,5,5,3,1,0,0,1,2,1,1,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240516948-00,0,5,52,148,279,313,140,27,3,1,0,0,1,4,17,35,59,89,129,150,184,129,96,44,19,8,2,1,0,1,0,0,0,0,0,1,0,2,2,0,7,6,6,9,24,24,22,28,37,37,45,55,63,65,51,59,78,74,56,46,53,24,27,19,17,12,5,3,4,3,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,4,3,3,3,4,2,3,6,11,13,14,10,13,9,13,15,20,17,18,19,20,25,23,32,29,34,30,35,32,19,31,28,41,37,47,27,27,29,28,18,33,20,15,9,19,8,6,13,13,4,8,4,3,2,2,1,2,2,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20240517413-00,0,4,69,167,373,294,124,21,6,0,0,0,0,4,16,53,69,98,182,191,136,158,80,44,14,7,5,1,0,0,0,0,0,0,0,0,0,0,1,3,6,6,14,16,27,20,32,30,29,56,69,72,65,88,79,54,50,63,83,44,39,32,21,15,17,8,6,4,1,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,4,4,2,4,10,9,7,11,16,10,10,23,9,17,13,16,13,27,29,39,30,35,37,41,24,45,43,44,35,30,24,28,22,32,31,52,31,19,25,24,15,23,9,9,12,4,11,11,6,7,1,4,2,0,4,0,1,0,2,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20240517320-00,1,5,64,167,381,296,127,21,6,0,0,1,0,5,20,44,68,99,201,180,142,154,81,46,15,6,3,3,0,0,0,0,0,1,0,0,0,0,2,3,9,6,13,13,23,22,31,28,29,57,83,78,61,91,68,57,50,70,79,40,31,39,21,19,17,6,7,5,1,2,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3,3,6,4,2,5,8,8,5,9,14,10,12,18,13,15,13,15,14,26,31,43,40,38,40,40,21,41,50,41,27,30,27,27,23,35,35,45,34,21,19,20,11,20,19,11,10,9,10,10,7,5,1,5,2,2,3,0,1,0,2,1,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20240515446-00,0,4,51,133,335,266,112,28,4,0,0,0,0,4,11,40,56,77,161,174,138,128,72,40,22,6,3,1,0,0,0,0,0,0,0,0,0,0,2,2,3,2,12,13,21,21,22,30,25,35,55,58,90,82,50,57,52,58,60,39,37,26,22,10,17,14,5,5,1,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,1,6,6,6,7,10,11,8,13,12,10,13,17,10,15,20,15,31,24,26,32,48,42,46,36,25,25,25,32,32,20,29,29,31,29,13,26,18,19,15,11,9,13,3,7,9,8,8,6,3,2,3,2,1,0,3,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20240514567-00,0,3,31,95,237,175,107,17,3,1,0,0,0,3,3,28,40,55,96,141,91,84,63,44,13,4,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1,1,6,8,15,15,16,17,16,31,30,48,54,67,38,46,31,34,30,34,26,20,28,17,16,7,5,4,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,5,3,5,6,9,6,9,9,7,9,8,8,8,16,15,12,18,19,29,18,36,30,37,17,21,29,17,20,11,14,20,20,10,15,19,15,11,11,9,17,11,8,9,9,7,2,5,2,3,1,3,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240514442-00,0,3,50,186,380,349,121,25,1,1,0,0,0,3,9,41,85,101,165,215,182,167,76,45,18,7,1,0,0,1,0,0,0,0,0,0,0,0,2,1,3,1,9,13,24,26,35,39,37,49,57,68,76,90,89,72,67,96,64,50,36,29,25,16,15,10,5,5,3,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,1,0,5,4,6,7,12,12,15,11,17,18,24,15,16,21,20,29,26,31,37,31,40,36,35,55,49,40,40,32,41,26,43,53,34,30,24,26,19,17,18,11,11,14,7,9,7,8,6,4,4,1,3,2,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20240442491-00,1,5,48,143,401,263,128,24,6,0,1,0,0,5,9,39,48,95,168,233,145,118,74,54,23,1,4,2,0,0,0,1,0,0,0,0,0,1,3,1,3,4,8,13,20,20,23,17,44,39,59,72,91,97,82,47,64,61,50,41,31,33,18,26,20,12,6,5,1,0,1,2,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,2,1,3,1,2,6,4,9,9,11,8,12,9,14,5,12,14,30,21,18,27,32,35,37,37,54,55,42,42,40,18,29,27,37,34,27,26,24,17,24,14,17,16,17,10,8,9,17,14,6,6,6,2,4,5,0,1,0,0,0,1,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
20240504507-00,0,4,54,175,314,297,103,18,2,1,0,0,0,4,13,41,71,104,150,164,148,149,58,45,16,2,1,1,0,1,0,0,0,0,0,0,0,1,1,2,5,5,11,16,17,30,30,24,41,50,58,61,67,53,75,55,53,77,65,47,25,26,14,23,15,9,3,5,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,3,2,3,3,8,8,8,8,9,17,13,14,16,11,13,15,26,24,26,21,37,36,25,31,36,24,29,39,36,25,30,31,22,40,37,41,24,24,23,15,10,13,13,7,7,12,11,11,4,6,3,1,2,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
20240505016-01,0,0,53,168,368,329,137,22,3,0,0,0,0,0,11,42,70,98,190,178,163,166,88,49,15,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,7,6,12,26,19,30,36,36,47,81,64,83,66,74,57,72,80,77,43,34,43,23,18,19,11,2,6,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,2,4,6,6,14,12,13,6,13,17,21,15,15,21,20,27,41,40,34,30,45,38,32,34,40,34,26,31,41,31,34,46,42,35,18,25,18,16,26,17,11,12,6,12,11,8,7,4,2,0,2,4,2,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
20240500801-00,0,5,72,155,335,330,120,29,4,1,0,0,0,5,27,45,59,96,162,173,178,152,71,49,18,11,2,2,1,0,0,0,0,0,0,0,0,0,4,1,10,8,14,18,22,21,23,27,34,50,60,65,74,71,65,68,61,84,65,52,39,20,25,17,19,13,2,6,4,4,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,3,7,5,3,9,5,9,9,9,13,14,7,12,11,15,12,15,19,26,24,38,22,31,34,37,37,41,30,35,30,35,33,25,36,49,35,33,32,25,27,24,15,13,7,12,13,9,8,12,7,9,4,0,2,3,3,3,1,3,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20240441699-00,0,4,45,204,340,275,108,27,9,0,0,0,0,4,10,35,74,130,165,175,148,127,69,39,19,8,7,2,0,0,0,0,0,0,0,0,0,0,3,1,3,4,8,12,18,20,41,31,51,61,65,69,64,76,66,66,58,57,46,48,40,17,22,19,10,9,6,7,4,1,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,1,2,2,3,5,6,6,11,7,7,13,19,22,13,18,23,28,25,36,32,33,38,31,31,33,37,39,32,34,34,32,30,28,24,33,18,28,24,24,28,12,8,9,12,10,6,13,5,5,5,4,3,3,4,3,0,4,0,1,2,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20240435380-00,0,15,140,484,957,996,396,69,6,0,0,0,2,13,45,95,182,302,496,461,510,486,251,145,55,14,5,1,0,0,0,0,0,0,0,0,0,4,4,7,17,17,19,34,53,52,78,84,125,145,140,206,245,193,173,186,195,256,207,152,87,118,80,73,38,28,16,16,6,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,3,4,12,5,7,10,11,8,16,18,23,30,21,31,38,40,52,32,56,69,75,70,60,80,96,110,150,95,90,103,85,88,90,96,91,104,129,127,119,88,88,64,40,47,59,59,46,34,35,38,22,16,15,13,9,7,11,5,3,3,1,2,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240427675-00,0,0,2,13,34,39,29,11,3,0,0,0,0,0,1,1,4,9,12,22,23,16,20,9,6,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,5,1,4,4,5,8,6,11,9,9,6,9,6,9,9,5,2,4,4,2,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,1,4,1,0,2,2,1,3,1,4,3,5,1,5,6,5,4,5,3,6,5,1,5,4,4,2,4,5,3,6,2,3,1,1,0,4,3,1,0,2,0,3,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240433263-00,0,1,11,39,86,112,45,8,3,0,0,0,0,1,5,6,13,26,34,52,65,47,33,12,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,4,6,6,6,5,16,12,11,22,22,19,31,26,23,15,17,15,14,5,8,3,3,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,1,0,1,1,2,2,2,4,3,3,1,5,4,1,6,10,7,5,6,5,11,11,11,11,10,9,19,12,11,15,8,15,6,9,12,5,8,7,8,6,4,1,4,4,2,1,2,1,0,1,1,0,0,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240432681-00,0,5,39,160,303,334,138,23,6,0,0,0,1,4,6,33,55,105,136,167,184,150,96,42,16,7,4,2,0,0,0,0,0,0,0,1,0,1,1,2,1,3,7,6,22,21,20,24,37,58,57,46,68,76,56,74,74,73,67,46,43,36,27,19,13,9,3,6,3,2,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2,0,1,2,1,2,5,4,2,10,12,10,11,13,7,14,10,19,18,19,39,29,28,24,22,33,35,39,37,27,29,39,35,45,29,36,37,33,34,25,21,23,20,21,15,17,10,9,10,6,7,6,3,2,1,4,2,2,1,2,0,1,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20240431496-00,0,6,59,175,330,334,126,21,5,0,0,0,1,5,22,37,59,116,188,142,163,171,79,47,15,6,4,1,0,0,0,0,0,0,0,1,0,0,2,3,7,10,10,8,24,17,27,37,44,50,57,80,74,63,56,59,66,84,76,49,29,36,24,24,13,9,3,5,2,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,3,5,2,3,7,5,5,5,3,9,15,6,11,11,16,15,22,24,20,17,33,24,33,34,46,51,23,34,29,28,28,26,33,42,24,38,46,50,26,23,26,16,13,20,16,14,10,5,19,8,5,6,3,2,1,3,2,1,1,1,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20240430529-01,0,5,56,241,363,336,132,31,1,1,0,0,1,4,16,40,87,154,188,175,190,146,87,45,23,8,1,0,0,1,0,0,0,0,0,1,0,1,2,1,4,7,12,8,25,28,43,39,57,74,81,72,62,69,79,98,68,49,65,56,43,31,18,19,21,10,8,7,4,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,2,2,5,2,5,7,4,4,10,15,12,16,21,22,16,23,27,30,28,46,38,43,45,27,35,27,31,38,48,31,47,51,35,33,24,25,41,24,29,27,23,20,18,13,13,5,6,13,10,11,6,4,5,3,5,2,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20240420405-00,0,4,41,167,328,302,155,24,3,1,0,0,0,4,9,32,70,97,174,154,178,124,106,49,18,6,3,0,0,1,0,0,0,0,0,0,0,0,0,4,4,1,10,10,16,19,32,31,36,49,49,79,76,64,60,64,72,78,51,37,42,44,27,29,13,13,4,3,2,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,1,0,4,6,5,5,8,8,13,6,14,18,19,12,14,22,22,27,18,31,37,42,46,30,33,31,25,35,25,39,46,26,42,36,31,20,13,24,22,20,22,22,20,7,15,14,7,6,7,6,2,2,1,2,2,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20240420371-00,0,5,54,174,354,340,149,24,3,1,0,0,1,4,11,43,69,105,182,172,211,129,89,60,16,8,3,0,0,1,0,0,0,0,0,0,1,0,0,4,3,2,13,13,23,22,30,33,35,54,48,82,90,67,67,76,88,84,55,37,39,34,28,34,14,8,6,3,4,3,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,1,1,1,6,7,4,9,11,12,16,6,15,15,17,16,12,23,20,34,24,24,42,40,52,38,32,35,36,31,30,46,50,38,47,37,33,22,19,18,20,19,21,13,16,12,18,16,10,4,3,5,4,2,2,1,2,2,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20240414009-00,1,14,138,441,834,769,305,72,14,1,0,1,3,11,36,102,185,256,430,404,379,390,179,126,52,20,9,5,1,0,0,0,0,1,0,0,0,3,3,8,15,18,25,42,38,55,85,80,84,137,124,191,216,176,127,139,155,208,175,92,70,72,68,58,37,23,22,10,14,3,8,1,0,2,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,2,3,5,3,12,6,12,3,22,19,23,22,16,24,31,37,48,45,35,32,52,67,70,57,67,91,100,115,101,86,90,72,55,62,77,73,82,85,123,112,63,46,46,38,32,40,32,37,31,30,28,16,21,11,12,10,12,7,3,3,11,1,2,6,2,1,0,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0
20240415243-00,0,4,40,170,355,341,147,24,5,0,0,0,0,4,8,32,58,112,171,184,195,146,95,52,18,6,3,2,0,0,0,0,0,0,0,0,0,1,0,3,5,2,5,11,17,20,22,31,40,57,56,80,77,82,60,70,77,89,60,45,40,34,34,22,17,12,6,2,2,2,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,4,2,0,1,4,4,7,10,7,9,11,7,15,16,15,15,25,22,35,31,25,36,44,35,42,46,36,31,29,35,35,34,43,48,41,32,28,16,29,20,20,17,17,21,13,9,13,6,11,6,6,4,2,0,2,2,0,2,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
