공고번호,기초금액,A값,투찰률(%),참여업체수,예가범위,공고구분표시,공고제목,발주처(수요기관),지역제한,정답사정률(%),010_001,010_002,010_003,010_004,010_005,010_006,010_007,010_008,010_009,010_010,020_001,020_002,020_003,020_004,020_005,020_006,020_007,020_008,020_009,020_010,020_011,020_012,020_013,020_014,020_015,020_016,020_017,020_018,020_019,020_020,050_001,050_002,050_003,050_004,050_005,050_006,050_007,050_008,050_009,050_010,050_011,050_012,050_013,050_014,050_015,050_016,050_017,050_018,050_019,050_020,050_021,050_022,050_023,050_024,050_025,050_026,050_027,050_028,050_029,050_030,050_031,050_032,050_033,050_034,050_035,050_036,050_037,050_038,050_039,050_040,050_041,050_042,050_043,050_044,050_045,050_046,050_047,050_048,050_049,050_050,100_001,100_002,100_003,100_004,100_005,100_006,100_007,100_008,100_009,100_010,100_011,100_012,100_013,100_014,100_015,100_016,100_017,100_018,100_019,100_020,100_021,100_022,100_023,100_024,100_025,100_026,100_027,100_028,100_029,100_030,100_031,100_032,100_033,100_034,100_035,100_036,100_037,100_038,100_039,100_040,100_041,100_042,100_043,100_044,100_045,100_046,100_047,100_048,100_049,100_050,100_051,100_052,100_053,100_054,100_055,100_056,100_057,100_058,100_059,100_060,100_061,100_062,100_063,100_064,100_065,100_066,100_067,100_068,100_069,100_070,100_071,100_072,100_073,100_074,100_075,100_076,100_077,100_078,100_079,100_080,100_081,100_082,100_083,100_084,100_085,100_086,100_087,100_088,100_089,100_090,100_091,100_092,100_093,100_094,100_095,100_096,100_097,100_098,100_099,100_100
E012407107,29381517,700837,87.745,587,+2% ~ -2%,기/A값/순,지하전력구 PS-LTE 비상통신망 시설공사(전자제어부),한국전력공사,서울,0.59444,1,15,19,69,110,15,0,0,0,0,0,1,7,8,2,17,24,45,59,51,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,5,3,4,1,0,2,4,12,8,11,11,10,29,25,21,21,22,21,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,4,1,2,1,1,3,1,0,0,0,1,1,1,3,4,8,4,4,7,4,5,6,4,6,13,16,13,12,10,11,13,8,10,12,13,8,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2402707-00,270875000,19599420,87.745,975,+2% ~ -2%,기/A값/순,서울영등포 공공주택지구 임시이주시설 정보통신공사,한국토지주택공사,서울,-0.53863,1,15,19,69,330,93,63,15,7,1,0,1,7,8,2,17,24,45,209,121,55,38,35,28,7,8,6,1,0,1,0,0,1,0,0,1,2,5,3,4,1,0,2,4,12,8,11,11,10,29,87,78,81,63,21,20,24,20,11,18,16,14,11,13,9,2,1,7,5,0,4,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,4,1,2,1,1,3,1,0,0,0,1,1,1,3,4,8,4,4,7,4,5,6,4,6,13,16,38,49,32,46,44,37,39,24,13,8,13,7,8,16,11,9,7,4,6,12,8,8,6,8,5,6,5,8,4,5,2,0,0,1,4,3,1,4,0,0,2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2024-17759,47934460,0,87.745,925,+2% ~ -2%,기/수의,[방사청-24-8] 사무실 이전 통신공사,수도방위사령부,서울,0.44968,1,2,6,37,65,116,89,32,5,0,1,0,0,2,3,3,14,23,30,35,64,52,58,31,20,12,5,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,1,0,3,6,4,8,10,9,9,13,14,16,13,22,28,21,19,26,14,34,19,10,12,8,10,5,6,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,2,2,4,4,0,4,4,5,5,6,3,5,4,6,7,8,6,10,6,9,4,4,18,13,15,14,7,14,5,11,15,8,6,16,18,10,9,5,5,6,6,6,2,4,6,2,3,2,4,1,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-17683,197762000,12372515,87.745,936,+2% ~ -2%,기/A값/순,[방사청-24-7-3] 시설사업 통신공사,수도방위사령부,서울,0.08322,1,15,19,69,291,93,63,15,7,1,0,1,7,8,2,17,24,45,209,82,55,38,35,28,7,8,6,1,0,1,0,0,1,0,0,1,2,5,3,4,1,0,2,4,12,8,11,11,10,29,87,78,81,24,21,20,24,20,11,18,16,14,11,13,9,2,1,7,5,0,4,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,4,1,2,1,1,3,1,0,0,0,1,1,1,3,4,8,4,4,7,4,5,6,4,6,13,16,38,49,32,46,44,37,12,12,13,8,13,7,8,16,11,9,7,4,6,12,8,8,6,8,5,6,5,8,4,5,2,0,0,1,4,3,1,4,0,0,2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
20240815156-00,108867000,0,87.745,1175,+2% ~ -2%,기/수의,스포츠비즈홀 사무공간 리모델링 공사(통신),서울올림픽기념국민체육진흥공단,서울,0.01605,1,2,6,37,65,116,89,32,5,0,1,0,0,2,3,3,14,23,30,35,64,52,58,31,20,12,5,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,1,0,3,6,4,8,10,9,9,13,14,16,13,22,28,21,19,26,14,34,19,10,12,8,10,5,6,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,2,2,4,4,0,4,4,5,5,6,3,5,4,6,7,8,6,10,6,9,4,4,18,13,15,14,7,14,5,11,15,8,6,16,18,10,9,5,5,6,6,6,2,4,6,2,3,2,4,1,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240814447-00,55440000,0,87.745,1082,+2% ~ -2%,기/수의,안보수사과 청사 이전 통신공사,경찰청,서울,-0.54442,1,2,6,37,65,116,89,32,5,0,1,0,0,2,3,3,14,23,30,35,64,52,58,31,20,12,5,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,1,0,3,6,4,8,10,9,9,13,14,16,13,22,28,21,19,26,14,34,19,10,12,8,10,5,6,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,2,2,4,4,0,4,4,5,5,6,3,5,4,6,7,8,6,10,6,9,4,4,18,13,15,14,7,14,5,11,15,8,6,16,18,10,9,5,5,6,6,6,2,4,6,2,3,2,4,1,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240812520-00,72100000,0,87.745,1124,+2% ~ -2%,기/수의,서울명일동우체국 건립공사(통신),과학기술정보통신부,서울,0.76556,1,2,6,37,65,116,89,32,5,0,1,0,0,2,3,3,14,23,30,35,64,52,58,31,20,12,5,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,1,0,3,6,4,8,10,9,9,13,14,16,13,22,28,21,19,26,14,34,19,10,12,8,10,5,6,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,2,2,4,4,0,4,4,5,5,6,3,5,4,6,7,8,6,10,6,9,4,4,18,13,15,14,7,14,5,11,15,8,6,16,18,10,9,5,5,6,6,6,2,4,6,2,3,2,4,1,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240809207-00,208065000,13799468,87.745,1091,+2% ~ -2%,기/A값/순,한국체육대학교 골프연습장 개축 통신공사,한국체육대학교,서울,0.36652,1,15,19,69,382,157,63,15,7,1,0,1,7,8,2,17,24,45,209,173,119,38,35,28,7,8,6,1,0,1,0,0,1,0,0,1,2,5,3,4,1,0,2,4,12,8,11,11,10,29,87,78,81,77,59,53,55,20,11,18,16,14,11,13,9,2,1,7,5,0,4,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,4,1,2,1,1,3,1,0,0,0,1,1,1,3,4,8,4,4,7,4,5,6,4,6,13,16,38,49,32,46,44,37,39,38,30,29,30,23,20,35,11,9,7,4,6,12,8,8,6,8,5,6,5,8,4,5,2,0,0,1,4,3,1,4,0,0,2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
20240809896-00,135200000,5151731,87.745,2949,+2% ~ -2%,기/A값/순,공동실습실 장비구축 공사,아이씨티폴리텍(ICTPolytech)대학,서울/인천/경기,0.49752,18,80,150,403,561,703,437,145,55,16,3,15,30,50,60,90,152,251,301,260,340,363,261,176,79,66,36,19,6,10,1,1,6,5,5,6,8,24,19,23,18,23,31,37,41,50,71,67,89,126,121,115,118,115,92,121,143,160,145,134,109,114,84,76,54,31,31,29,30,24,16,13,10,13,3,3,2,3,6,2,0,1,0,1,1,5,4,1,3,2,1,5,6,2,16,8,12,7,9,14,8,10,11,12,19,12,12,25,18,23,23,27,37,34,31,36,43,46,57,69,59,62,48,67,65,53,57,58,43,49,64,57,66,77,76,84,78,67,67,67,57,52,50,64,38,46,41,35,25,29,18,13,10,21,17,12,18,12,15,9,11,5,5,8,7,3,8,5,1,2,1,2,1,1,1,2,3,3,1,1
20240808338-00,52640000,0,87.745,1060,+2% ~ -2%,기/수의,강서서 공항지구대 시설개선 통신공사,경찰청,서울,-0.01292,1,2,6,37,65,116,89,32,5,0,1,0,0,2,3,3,14,23,30,35,64,52,58,31,20,12,5,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,1,0,3,6,4,8,10,9,9,13,14,16,13,22,28,21,19,26,14,34,19,10,12,8,10,5,6,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,2,2,4,4,0,4,4,5,5,6,3,5,4,6,7,8,6,10,6,9,4,4,18,13,15,14,7,14,5,11,15,8,6,16,18,10,9,5,5,6,6,6,2,4,6,2,3,2,4,1,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-16530,73714700,0,87.745,981,+2% ~ -2%,기/수의,24-N-00대대 바다마을 리모델링 통신공사(3107),국군재정관리단,서울,0.26666,1,2,6,37,65,116,89,32,5,0,1,0,0,2,3,3,14,23,30,35,64,52,58,31,20,12,5,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,1,0,3,6,4,8,10,9,9,13,14,16,13,22,28,21,19,26,14,34,19,10,12,8,10,5,6,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,2,2,4,4,0,4,4,5,5,6,3,5,4,6,7,8,6,10,6,9,4,4,18,13,15,14,7,14,5,11,15,8,6,16,18,10,9,5,5,6,6,6,2,4,6,2,3,2,4,1,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240734515-00,232848000,5296134,87.745,2692,+2% ~ -2%,기/A값/순,경의선 한국항공대~강매 등 5개소 영상감시설비 개량공사,한국철도공사,서울/경기,-0.20548,18,80,150,403,555,452,437,145,55,16,3,15,30,50,60,90,152,251,301,254,185,267,261,176,79,66,36,19,6,10,1,1,6,5,5,6,8,24,19,23,18,23,31,37,41,50,71,67,89,126,121,115,118,115,86,69,79,83,87,134,109,114,84,76,54,31,31,29,30,24,16,13,10,13,3,3,2,3,6,2,0,1,0,1,1,5,4,1,3,2,1,5,6,2,16,8,12,7,9,14,8,10,11,12,19,12,12,25,18,23,23,27,37,34,31,36,43,46,57,69,59,62,48,67,65,53,57,58,43,43,39,30,33,46,37,46,43,44,67,67,57,52,50,64,38,46,41,35,25,29,18,13,10,21,17,12,18,12,15,9,11,5,5,8,7,3,8,5,1,2,1,2,1,1,1,2,3,3,1,1
20240732870-00,276070000,16370301,87.745,1046,+2% ~ -2%,기/A값/순,김포공항 국제선 서편 보안검색장 조성 정보통신공사,한국공항공사,서울,0.60451,1,15,19,69,382,112,63,15,7,1,0,1,7,8,2,17,24,45,209,173,74,38,35,28,7,8,6,1,0,1,0,0,1,0,0,1,2,5,3,4,1,0,2,4,12,8,11,11,10,29,87,78,81,77,59,39,24,20,11,18,16,14,11,13,9,2,1,7,5,0,4,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,4,1,2,1,1,3,1,0,0,0,1,1,1,3,4,8,4,4,7,4,5,6,4,6,13,16,38,49,32,46,44,37,39,38,30,29,30,9,8,16,11,9,7,4,6,12,8,8,6,8,5,6,5,8,4,5,2,0,0,1,4,3,1,4,0,0,2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
20240732842-00,545908000,20351870,87.745,1019,+2% ~ -2%,기/A값/순,김포공항 통합운영센터 상황실 이전 및 기타 통신공사,한국공항공사,서울,0.042,1,15,19,69,374,93,63,15,7,1,0,1,7,8,2,17,24,45,209,165,55,38,35,28,7,8,6,1,0,1,0,0,1,0,0,1,2,5,3,4,1,0,2,4,12,8,11,11,10,29,87,78,81,77,51,20,24,20,11,18,16,14,11,13,9,2,1,7,5,0,4,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,4,1,2,1,1,3,1,0,0,0,1,1,1,3,4,8,4,4,7,4,5,6,4,6,13,16,38,49,32,46,44,37,39,38,30,21,13,7,8,16,11,9,7,4,6,12,8,8,6,8,5,6,5,8,4,5,2,0,0,1,4,3,1,4,0,0,2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
202407820,1136820000,276719152,86.745,2822,+2% ~ -2%,기/A값/순/의무,[긴급]2024년 개량사업 ITS 현장설비(CCTV 및 VMS) 통합설치공사,한국도로공사,전국/서울/경기,-0.361,18,80,150,403,555,582,437,145,55,16,3,15,30,50,60,90,152,251,301,254,219,363,261,176,79,66,36,19,6,10,1,1,6,5,5,6,8,24,19,23,18,23,31,37,41,50,71,67,89,126,121,115,118,115,86,69,79,155,145,134,109,114,84,76,54,31,31,29,30,24,16,13,10,13,3,3,2,3,6,2,0,1,0,1,1,5,4,1,3,2,1,5,6,2,16,8,12,7,9,14,8,10,11,12,19,12,12,25,18,23,23,27,37,34,31,36,43,46,57,69,59,62,48,67,65,53,57,58,43,43,39,30,33,46,71,84,78,67,67,67,57,52,50,64,38,46,41,35,25,29,18,13,10,21,17,12,18,12,15,9,11,5,5,8,7,3,8,5,1,2,1,2,1,1,1,2,3,3,1,1
20240731377-00,80300000,0,87.745,1096,+2% ~ -2%,기/수의,서울응암동우체국 건립공사(통신),과학기술정보통신부,서울,0.3613,1,2,6,37,65,116,89,32,5,0,1,0,0,2,3,3,14,23,30,35,64,52,58,31,20,12,5,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,1,0,3,6,4,8,10,9,9,13,14,16,13,22,28,21,19,26,14,34,19,10,12,8,10,5,6,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,2,2,4,4,0,4,4,5,5,6,3,5,4,6,7,8,6,10,6,9,4,4,18,13,15,14,7,14,5,11,15,8,6,16,18,10,9,5,5,6,6,6,2,4,6,2,3,2,4,1,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E012406425,105654681,2494963,87.745,812,+2% ~ -2%,기/A값/순,탄천-대치 전력구 통신케이블 지장이설공사(전자제어부),한국전력공사,서울,0.28397,1,15,19,69,167,93,63,15,7,1,0,1,7,8,2,17,24,45,116,51,55,38,35,28,7,8,6,1,0,1,0,0,1,0,0,1,2,5,3,4,1,0,2,4,12,8,11,11,10,29,82,21,21,22,21,20,24,20,11,18,16,14,11,13,9,2,1,7,5,0,4,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,4,1,2,1,1,3,1,0,0,0,1,1,1,3,4,8,4,4,7,4,5,6,4,6,13,16,38,44,10,11,13,8,10,12,13,8,13,7,8,16,11,9,7,4,6,12,8,8,6,8,5,6,5,8,4,5,2,0,0,1,4,3,1,4,0,0,2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
20240725940-00,38942000,1639754,87.745,954,+2% ~ -2%,기/A값/순,김포공항 외곽지역 부대시설 개선 정보통신공사,한국공항공사,서울,0.12332,1,15,19,69,309,93,63,15,7,1,0,1,7,8,2,17,24,45,209,100,55,38,35,28,7,8,6,1,0,1,0,0,1,0,0,1,2,5,3,4,1,0,2,4,12,8,11,11,10,29,87,78,81,42,21,20,24,20,11,18,16,14,11,13,9,2,1,7,5,0,4,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,4,1,2,1,1,3,1,0,0,0,1,1,1,3,4,8,4,4,7,4,5,6,4,6,13,16,38,49,32,46,44,37,30,12,13,8,13,7,8,16,11,9,7,4,6,12,8,8,6,8,5,6,5,8,4,5,2,0,0,1,4,3,1,4,0,0,2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
20240725147-00,75685000,0,87.745,1089,+2% ~ -2%,기/수의,경부선 구로입출고 절연구분장치 영상감시설비 개량공사,한국철도공사,서울,0.08809,1,2,6,37,65,116,89,32,5,0,1,0,0,2,3,3,14,23,30,35,64,52,58,31,20,12,5,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,1,0,3,6,4,8,10,9,9,13,14,16,13,22,28,21,19,26,14,34,19,10,12,8,10,5,6,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,2,2,4,4,0,4,4,5,5,6,3,5,4,6,7,8,6,10,6,9,4,4,18,13,15,14,7,14,5,11,15,8,6,16,18,10,9,5,5,6,6,6,2,4,6,2,3,2,4,1,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240722239-00,339282000,15367481,87.745,1022,+2% ~ -2%,기/A값/순,경부선 구로역 신호기능실 신축에 따른 통신설비 신설공사(총체 및 1차),한국철도공사,서울,0.29226,1,15,19,69,377,93,63,15,7,1,0,1,7,8,2,17,24,45,209,168,55,38,35,28,7,8,6,1,0,1,0,0,1,0,0,1,2,5,3,4,1,0,2,4,12,8,11,11,10,29,87,78,81,77,54,20,24,20,11,18,16,14,11,13,9,2,1,7,5,0,4,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,4,1,2,1,1,3,1,0,0,0,1,1,1,3,4,8,4,4,7,4,5,6,4,6,13,16,38,49,32,46,44,37,39,38,30,24,13,7,8,16,11,9,7,4,6,12,8,8,6,8,5,6,5,8,4,5,2,0,0,1,4,3,1,4,0,0,2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
20240721828-00,174179000,7838581,87.745,1059,+2% ~ -2%,기/A값/순,김포공항 국제선 탑승구 시설개선 정보통신공사,한국공항공사,서울,0.13478,1,15,19,69,382,125,63,15,7,1,0,1,7,8,2,17,24,45,209,173,87,38,35,28,7,8,6,1,0,1,0,0,1,0,0,1,2,5,3,4,1,0,2,4,12,8,11,11,10,29,87,78,81,77,59,52,24,20,11,18,16,14,11,13,9,2,1,7,5,0,4,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,4,1,2,1,1,3,1,0,0,0,1,1,1,3,4,8,4,4,7,4,5,6,4,6,13,16,38,49,32,46,44,37,39,38,30,29,30,22,8,16,11,9,7,4,6,12,8,8,6,8,5,6,5,8,4,5,2,0,0,1,4,3,1,4,0,0,2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
E012406291,181679300,11766693,87.745,855,+2% ~ -2%,기/A값/순,세곡2지구 배전자동화 자가 광케이블 시설공사(ICT운영부),한국전력공사,서울,-0.30056,1,15,19,69,210,93,63,15,7,1,0,1,7,8,2,17,24,45,159,51,55,38,35,28,7,8,6,1,0,1,0,0,1,0,0,1,2,5,3,4,1,0,2,4,12,8,11,11,10,29,87,59,21,22,21,20,24,20,11,18,16,14,11,13,9,2,1,7,5,0,4,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,4,1,2,1,1,3,1,0,0,0,1,1,1,3,4,8,4,4,7,4,5,6,4,6,13,16,38,49,32,27,13,8,10,12,13,8,13,7,8,16,11,9,7,4,6,12,8,8,6,8,5,6,5,8,4,5,2,0,0,1,4,3,1,4,0,0,2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
20240722858-00,64020000,0,87.745,1131,+2% ~ -2%,기/수의,중랑서 상봉파출소 시설개선 통신공사,경찰청,서울,-0.52468,1,2,6,37,65,116,89,32,5,0,1,0,0,2,3,3,14,23,30,35,64,52,58,31,20,12,5,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,1,0,3,6,4,8,10,9,9,13,14,16,13,22,28,21,19,26,14,34,19,10,12,8,10,5,6,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,2,2,4,4,0,4,4,5,5,6,3,5,4,6,7,8,6,10,6,9,4,4,18,13,15,14,7,14,5,11,15,8,6,16,18,10,9,5,5,6,6,6,2,4,6,2,3,2,4,1,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E012406214,279084300,19577635,87.745,2327,+2% ~ -2%,기/A값/순,2024년 고압 AMI 통신망 구축공사(ICT운영부),한국전력공사,서울/경기,0.717,10,57,84,399,555,404,280,107,47,12,2,8,24,33,37,47,148,251,301,254,185,219,173,107,51,56,29,18,6,6,1,1,3,3,2,6,6,17,14,14,10,13,20,22,19,46,71,67,89,126,121,115,118,115,86,69,79,83,85,88,70,78,49,51,32,18,17,26,25,21,14,10,8,12,3,3,2,3,4,0,0,1,0,1,0,3,2,1,1,1,1,5,5,1,12,5,11,3,6,8,4,6,5,8,14,6,6,16,7,12,19,27,37,34,31,36,43,46,57,69,59,62,48,67,65,53,57,58,43,43,39,30,33,46,37,46,43,42,41,47,38,32,31,47,25,24,29,22,17,15,9,9,4,13,16,10,15,10,13,8,9,5,3,7,5,3,7,5,1,2,1,2,1,1,1,2,2,2,0,0
20240713341-01,134355648,0,87.745,1184,+2% ~ -2%,기/정/수의/협정,경찰청 세검정로 별관 통신공사 (정정공고),경찰청,서울,-0.21522,1,2,6,37,65,116,89,32,5,0,1,0,0,2,3,3,14,23,30,35,64,52,58,31,20,12,5,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,1,0,3,6,4,8,10,9,9,13,14,16,13,22,28,21,19,26,14,34,19,10,12,8,10,5,6,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,2,2,4,4,0,4,4,5,5,6,3,5,4,6,7,8,6,10,6,9,4,4,18,13,15,14,7,14,5,11,15,8,6,16,18,10,9,5,5,6,6,6,2,4,6,2,3,2,4,1,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-15356,10000000,0,87.745,388,+2% ~ -2%,기/수의,24-00대대 매입관사 공사(통신),해군재경근무지원대대,서울,-0.62092,1,2,6,37,65,116,89,32,5,0,1,0,0,2,3,3,14,23,30,35,64,52,58,31,20,12,5,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,1,0,3,6,4,8,10,9,9,13,14,16,13,22,28,21,19,26,14,34,19,10,12,8,10,5,6,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,2,2,4,4,0,4,4,5,5,6,3,5,4,6,7,8,6,10,6,9,4,4,18,13,15,14,7,14,5,11,15,8,6,16,18,10,9,5,5,6,6,6,2,4,6,2,3,2,4,1,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-14574,31942000,0,87.745,2266,+2% ~ -2%,기/수의,사령부 및 OO대대 보수공사(통신),국군화생방방호사령부,서울/경기,0.49748,1,2,6,37,65,116,89,32,5,0,1,0,0,2,3,3,14,23,30,35,64,52,58,31,20,12,5,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,1,0,3,6,4,8,10,9,9,13,14,16,13,22,28,21,19,26,14,34,19,10,12,8,10,5,6,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,2,2,4,4,0,4,4,5,5,6,3,5,4,6,7,8,6,10,6,9,4,4,18,13,15,14,7,14,5,11,15,8,6,16,18,10,9,5,5,6,6,6,2,4,6,2,3,2,4,1,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240702085-00,9400000,0,87.745,319,+2% ~ -2%,기/수의,국립항공박물관 전시동 LAN케이블 공사,국립항공박물관,서울,0.20558,0,1,4,22,45,116,89,32,5,0,0,0,0,1,2,2,9,13,22,23,64,52,58,31,20,12,5,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,3,2,7,5,5,6,11,9,8,11,22,28,21,19,26,14,34,19,10,12,8,10,5,6,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,2,2,0,4,3,1,4,3,2,3,3,6,5,5,4,6,2,7,4,4,18,13,15,14,7,14,5,11,15,8,6,16,18,10,9,5,5,6,6,6,2,4,6,2,3,2,4,1,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240637912-00,96990196,5550082,87.745,999,+2% ~ -2%,기/A값/순,본관 8층 6파트 긴급치료병상 조성공사(통신),서울대학교병원,서울,-0.49845,1,15,19,69,354,93,63,15,7,1,0,1,7,8,2,17,24,45,209,145,55,38,35,28,7,8,6,1,0,1,0,0,1,0,0,1,2,5,3,4,1,0,2,4,12,8,11,11,10,29,87,78,81,77,31,20,24,20,11,18,16,14,11,13,9,2,1,7,5,0,4,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,4,1,2,1,1,3,1,0,0,0,1,1,1,3,4,8,4,4,7,4,5,6,4,6,13,16,38,49,32,46,44,37,39,38,23,8,13,7,8,16,11,9,7,4,6,12,8,8,6,8,5,6,5,8,4,5,2,0,0,1,4,3,1,4,0,0,2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
20240625369-00,307516000,17691835,87.745,1032,+2% ~ -2%,기/A값/순/협정,"경찰병원 51, 52병동 시설개선공사(통신)",서울지방조달청/경찰청,서울,-0.03649,1,15,19,69,382,98,63,15,7,1,0,1,7,8,2,17,24,45,209,173,60,38,35,28,7,8,6,1,0,1,0,0,1,0,0,1,2,5,3,4,1,0,2,4,12,8,11,11,10,29,87,78,81,77,59,25,24,20,11,18,16,14,11,13,9,2,1,7,5,0,4,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,4,1,2,1,1,3,1,0,0,0,1,1,1,3,4,8,4,4,7,4,5,6,4,6,13,16,38,49,32,46,44,37,39,38,30,29,18,7,8,16,11,9,7,4,6,12,8,8,6,8,5,6,5,8,4,5,2,0,0,1,4,3,1,4,0,0,2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
